ticket_text,category,priority
Help! Is there a dark mode available for the app? ASAP.,Technical Issue,Low
"Hello, The application crashes immediately upon opening. I cannot work at all.",Technical Issue,High
"Hello, I am a press member and need an immediate statement on the recent outage. Please help.",General Inquiry,High
My card is being declined even though it has sufficient funds. I need to buy this now.,Payment,High
"Hi support, Where can I read your blog? ASAP.",General Inquiry,Low
My account has been hacked! Someone changed my password and email. Lock it immediately! Please help.,Account,High
I want to delete my account. Please guide me through the process. Waiting for your reply.,Account,Medium
The device stopped working completely after one day. It's totally defective. Waiting for your reply.,Product Issue,High
Where can I read your blog? Please help.,General Inquiry,Low
Urgent: My account was suspended without any notice. I need access restored now. Please help.,Account,High
"Hello, My order is 2 weeks late and I need the items for an event tomorrow.",Shipping,High
"Hi support, The application crashes immediately upon opening. I cannot work at all. Please help.",Technical Issue,High
"Hello, Where can I find my account ID? Thanks.",Account,Low
Help! The product was completely broken and I need my money back immediately. Thanks.,Refund,High
The device stopped working completely after one day. It's totally defective. Please help.,Product Issue,High
"Hello, The packaging was a bit dented, but the product is fine.",Product Issue,Low
Urgent: The search function is not returning any results. ASAP.,Technical Issue,Medium
Urgent: Do you offer refunds for digital products? Thanks.,Refund,Low
I cannot complete the checkout process. The payment gateway is timing out. Please help.,Payment,High
I need to speak to a manager immediately regarding a legal matter. Thanks.,General Inquiry,High
"Hi support, How do I update my profile picture? Waiting for your reply.",Account,Low
"Hi support, What are your office hours? Thanks.",General Inquiry,Low
Help! How do I become an affiliate partner? Thanks.,General Inquiry,Medium
Help! How do I become an affiliate partner? Please help.,General Inquiry,Medium
Urgent: Your system is violating GDPR and I need an urgent explanation.,General Inquiry,High
My billing address needs to be updated for the next cycle. ASAP.,Billing,Medium
Urgent: How much is the expedited shipping fee? Please help.,Shipping,Medium
Help! Do you accept cryptocurrency? Thanks.,Payment,Low
"Hi support, Is there a fee for using a specific payment method? Waiting for your reply.",Payment,Low
Help! Can I pay via PayPal instead of credit card? Waiting for your reply.,Payment,Medium
What are your office hours?,General Inquiry,Low
"Hello, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Waiting for your reply.",Product Issue,High
Urgent: How do I update my profile picture? Waiting for your reply.,Account,Low
Urgent: My payment is pending. How long does it usually take to clear? Please help.,Payment,Medium
How do I change my payment method for future bills?,Billing,Low
Urgent: I didn't receive my invoice for this month.,Billing,Medium
Help! Just wondering when the next billing cycle starts. Waiting for your reply.,Billing,Low
"Hello, I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Thanks.",Billing,High
Help! My payment failed but the money was deducted from my bank! Fix this now! ASAP.,Payment,High
"Hi support, I didn't receive my invoice for this month. ASAP.",Billing,Medium
Urgent: Is there a way to get a copy of my old invoices? ASAP.,Billing,Low
Urgent: Just checking the status of my refund request.,Refund,Low
"I returned the item last week, when will the refund hit my account? Please help.",Refund,Medium
"Hi support, I can't export my reports to PDF. It just hangs. ASAP.",Technical Issue,Medium
Urgent: The product was completely broken and I need my money back immediately. Please help.,Refund,High
"Hello, The battery life on this device is much shorter than advertised.",Product Issue,Medium
Urgent: I cancelled my subscription within the 30-day window but was still charged. Refund now! ASAP.,Refund,High
Help! How do I change my email address associated with this account? ASAP.,Account,Medium
Urgent: Your system is violating GDPR and I need an urgent explanation.,General Inquiry,High
Help! I am a press member and need an immediate statement on the recent outage. ASAP.,General Inquiry,High
Help! Do you ship internationally? Thanks.,Shipping,Low
"Hi support, I need to speak to a manager immediately regarding a legal matter. ASAP.",General Inquiry,High
"Hi support, Do you offer refunds for digital products? ASAP.",Refund,Low
Help! Where can I read your blog? Waiting for your reply.,General Inquiry,Low
One of the features is not working as described in the manual.,Product Issue,Medium
"Hello, I want to delete my account. Please guide me through the process.",Account,Medium
"Hello, My payment failed but the money was deducted from my bank! Fix this now! Waiting for your reply.",Payment,High
Help! The dashboard is loading very slowly today. Please help.,Technical Issue,Medium
Urgent: My package was marked as delivered but I never received it! I need this resolved immediately. ASAP.,Shipping,High
"Hello, The product was completely broken and I need my money back immediately. Please help.",Refund,High
Urgent: Minor UI glitch on the profile page. Please help.,Technical Issue,Low
My account has been hacked! Someone changed my password and email. Lock it immediately! Waiting for your reply.,Account,High
Help! I can't export my reports to PDF. It just hangs. Thanks.,Technical Issue,Medium
"Help! The packaging was a bit dented, but the product is fine. Thanks.",Product Issue,Low
How do I update my profile picture? ASAP.,Account,Low
Help! The software is corrupting my files. I need a patch immediately. Waiting for your reply.,Product Issue,High
"Hi support, My tracking number hasn't updated in 3 days. Waiting for your reply.",Shipping,Medium
Urgent: What currencies do you support for payments?,Payment,Low
Help! How do I change my payment method for future bills? Waiting for your reply.,Billing,Low
"Hello, Your system is violating GDPR and I need an urgent explanation. Please help.",General Inquiry,High
"Hi support, How much is the expedited shipping fee? Please help.",Shipping,Medium
"Hello, The application crashes immediately upon opening. I cannot work at all. Waiting for your reply.",Technical Issue,High
Urgent: The device stopped working completely after one day. It's totally defective. Waiting for your reply.,Product Issue,High
"Hello, Where can I read your blog?",General Inquiry,Low
Help! My order is 2 weeks late and I need the items for an event tomorrow. Please help.,Shipping,High
Help! My credit card was charged but the service is not active. I need a refund right now. Waiting for your reply.,Billing,High
The dashboard is loading very slowly today. Thanks.,Technical Issue,Medium
Help! My billing address needs to be updated for the next cycle. Waiting for your reply.,Billing,Medium
"Hello, How do I add a new credit card to my account? ASAP.",Payment,Medium
"Hello, I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.",Payment,High
Urgent: I didn't receive my invoice for this month. Please help.,Billing,Medium
The battery life on this device is much shorter than advertised. ASAP.,Product Issue,Medium
"Hi support, My payment failed but the money was deducted from my bank! Fix this now! Please help.",Payment,High
"Hi support, Just wondering when the next billing cycle starts. Thanks.",Billing,Low
Where can I read your blog? Waiting for your reply.,General Inquiry,Low
Can I pay via PayPal instead of credit card? Waiting for your reply.,Payment,Medium
"Hello, My account was suspended without any notice. I need access restored now. ASAP.",Account,High
Urgent: I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Please help.,Refund,High
Your system is violating GDPR and I need an urgent explanation.,General Inquiry,High
The software is corrupting my files. I need a patch immediately. ASAP.,Product Issue,High
"Hi support, Can I get a demo of the enterprise features?",General Inquiry,Medium
What are your office hours?,General Inquiry,Low
Help! When will my order be shipped?,Shipping,Low
"Hi support, Can I pay via PayPal instead of credit card?",Payment,Medium
Urgent: I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.,Payment,High
"Hello, Do you ship internationally? Waiting for your reply.",Shipping,Low
"Hi support, How do I change my payment method for future bills? Waiting for your reply.",Billing,Low
Help! I need to speak to a manager immediately regarding a legal matter. Waiting for your reply.,General Inquiry,High
"Hello, How do I become an affiliate partner? Waiting for your reply.",General Inquiry,Medium
How do I update my profile picture? Thanks.,Account,Low
When will my order be shipped? ASAP.,Shipping,Low
"Hi support, I cancelled my subscription within the 30-day window but was still charged. Refund now! Thanks.",Refund,High
Help! I want to delete my account. Please guide me through the process. ASAP.,Account,Medium
"Hi support, The packaging was a bit dented, but the product is fine. ASAP.",Product Issue,Low
I need to merge two duplicate accounts. Please help.,Account,Medium
Urgent: I want to delete my account. Please guide me through the process. Waiting for your reply.,Account,Medium
"I returned the item last week, when will the refund hit my account? Please help.",Refund,Medium
"Hi support, My package was marked as delivered but I never received it! I need this resolved immediately. Please help.",Shipping,High
The instructions were a bit hard to understand. Please help.,Product Issue,Low
Help! I cancelled my subscription within the 30-day window but was still charged. Refund now!,Refund,High
Help! I need to merge two duplicate accounts. Thanks.,Account,Medium
"Hi support, I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!",Technical Issue,High
Urgent: When will my order be shipped? ASAP.,Shipping,Low
"Hello, I would like to request a partial refund for the damaged item. Waiting for your reply.",Refund,Medium
What are your office hours?,General Inquiry,Low
"Hi support, The product was completely broken and I need my money back immediately.",Refund,High
"Hello, The search function is not returning any results. Thanks.",Technical Issue,Medium
"Hi support, My account has been hacked! Someone changed my password and email. Lock it immediately! ASAP.",Account,High
Urgent: My account has been hacked! Someone changed my password and email. Lock it immediately! ASAP.,Account,High
My credit card was charged but the service is not active. I need a refund right now. Please help.,Billing,High
Urgent: Can I change the shipping address for my current order? Waiting for your reply.,Shipping,Medium
Urgent: My order is 2 weeks late and I need the items for an event tomorrow. Thanks.,Shipping,High
"Hi support, The instructions were a bit hard to understand. Please help.",Product Issue,Low
"Hello, The battery life on this device is much shorter than advertised. Please help.",Product Issue,Medium
"Hi support, I cannot log in at all. I've tried resetting my password 5 times and it's not working. Waiting for your reply.",Account,High
What are your office hours? ASAP.,General Inquiry,Low
"Hi support, The color of the product I received doesn't match the website. Please help.",Product Issue,Medium
Urgent: The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Please help.,Product Issue,High
"Hi support, How do I add a new credit card to my account? Please help.",Payment,Medium
"Hi support, My account has been hacked! Someone changed my password and email. Lock it immediately! Waiting for your reply.",Account,High
Help! The product was completely broken and I need my money back immediately. Waiting for your reply.,Refund,High
Urgent: My package was marked as delivered but I never received it! I need this resolved immediately. Waiting for your reply.,Shipping,High
Help! I need to speak to a manager immediately regarding a legal matter. Thanks.,General Inquiry,High
"Hello, The product was completely broken and I need my money back immediately. Please help.",Refund,High
Urgent: Where can I find my account ID? Waiting for your reply.,Account,Low
When will my order be shipped? Waiting for your reply.,Shipping,Low
Do you accept cryptocurrency? Please help.,Payment,Low
"Hello, I returned the item last week, when will the refund hit my account?",Refund,Medium
"Hello, What courier do you use for standard shipping? Waiting for your reply.",Shipping,Low
"Hello, Just wondering when the next billing cycle starts. Please help.",Billing,Low
"Hello, Can I pay via PayPal instead of credit card?",Payment,Medium
My package was marked as delivered but I never received it! I need this resolved immediately. ASAP.,Shipping,High
"Hello, Where can I find my account ID? ASAP.",Account,Low
Help! Just checking the status of my refund request. Please help.,Refund,Low
Help! Can I change my username? Waiting for your reply.,Account,Low
"Hi support, I didn't receive my invoice for this month. Please help.",Billing,Medium
My payment is pending. How long does it usually take to clear? Please help.,Payment,Medium
"Hello, Is there a way to customize the color of the app interface? Thanks.",Product Issue,Low
Minor UI glitch on the profile page. Thanks.,Technical Issue,Low
"Hello, Where can I find my account ID?",Account,Low
"Hi support, Is there a way to customize the color of the app interface? ASAP.",Product Issue,Low
Urgent: Can I pay via PayPal instead of credit card? Please help.,Payment,Medium
The font on the settings page looks a bit weird. Thanks.,Technical Issue,Low
"Hello, Is there a fee for using a specific payment method?",Payment,Low
"Hi support, I need to merge two duplicate accounts. Thanks.",Account,Medium
I can't export my reports to PDF. It just hangs. Thanks.,Technical Issue,Medium
I need to merge two duplicate accounts. Thanks.,Account,Medium
"Hello, What is your refund policy? Please help.",Refund,Low
Help! What currencies do you support for payments? Please help.,Payment,Low
Help! Minor UI glitch on the profile page. ASAP.,Technical Issue,Low
Urgent: Can I change the shipping address for my current order? ASAP.,Shipping,Medium
"Hello, What is your refund policy? ASAP.",Refund,Low
Help! Your system is violating GDPR and I need an urgent explanation.,General Inquiry,High
"Hi support, My credit card was charged but the service is not active. I need a refund right now.",Billing,High
How do I change my email address associated with this account? Please help.,Account,Medium
My tracking number hasn't updated in 3 days. Thanks.,Shipping,Medium
Urgent: I cannot complete the checkout process. The payment gateway is timing out. Please help.,Payment,High
I cannot complete the checkout process. The payment gateway is timing out. Thanks.,Payment,High
"Hello, I cannot log in at all. I've tried resetting my password 5 times and it's not working.",Account,High
"Hello, There is an unauthorized charge on my bill. I need this resolved ASAP. Thanks.",Billing,High
The software is corrupting my files. I need a patch immediately.,Product Issue,High
"Hello, Can I change the shipping address for my current order? Please help.",Shipping,Medium
Urgent: What is your refund policy?,Refund,Low
My payment is pending. How long does it usually take to clear?,Payment,Medium
"Hello, Can I pay via PayPal instead of credit card? Waiting for your reply.",Payment,Medium
"Hi support, Do you accept cryptocurrency?",Payment,Low
I would like to request a partial refund for the damaged item. Please help.,Refund,Medium
"Hello, Can I pay via PayPal instead of credit card? ASAP.",Payment,Medium
How do I become an affiliate partner? Thanks.,General Inquiry,Medium
Urgent: Do you ship internationally?,Shipping,Low
"Hi support, I would like to request a partial refund for the damaged item.",Refund,Medium
Do you offer refunds for digital products? Thanks.,Refund,Low
Urgent: My billing address needs to be updated for the next cycle. Waiting for your reply.,Billing,Medium
"Hi support, When will my order be shipped? ASAP.",Shipping,Low
"Hello, I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.",Payment,High
Help! Is there a fee for using a specific payment method? Please help.,Payment,Low
"Help! I returned the item last week, when will the refund hit my account? Thanks.",Refund,Medium
"Hi support, I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data! Thanks.",Technical Issue,High
Help! How much is the expedited shipping fee?,Shipping,Medium
Urgent: My payment failed but the money was deducted from my bank! Fix this now! ASAP.,Payment,High
Urgent: Minor UI glitch on the profile page. Thanks.,Technical Issue,Low
Urgent: Can I change my username? ASAP.,Account,Low
Urgent: Do you accept cryptocurrency? Please help.,Payment,Low
"Hi support, I want to delete my account. Please guide me through the process.",Account,Medium
Urgent: The entire system is down! None of my team can log in. This is critical! ASAP.,Technical Issue,High
Help! How do I change my email address associated with this account? Please help.,Account,Medium
Help! I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Thanks.,Billing,High
"Hello, I need to merge two duplicate accounts.",Account,Medium
Urgent: My account was suspended without any notice. I need access restored now. Please help.,Account,High
Urgent: The color of the product I received doesn't match the website. Waiting for your reply.,Product Issue,Medium
Help! How much is the expedited shipping fee? Thanks.,Shipping,Medium
How do I change my payment method for future bills? Thanks.,Billing,Low
My payment is pending. How long does it usually take to clear? Thanks.,Payment,Medium
Help! The software is corrupting my files. I need a patch immediately. Thanks.,Product Issue,High
Help! My payment is pending. How long does it usually take to clear? ASAP.,Payment,Medium
Urgent: Do you ship internationally? Please help.,Shipping,Low
Help! Is there a fee for using a specific payment method? Thanks.,Payment,Low
Urgent: Just wondering when the next billing cycle starts. ASAP.,Billing,Low
Help! When will my order be shipped? Thanks.,Shipping,Low
Can I pay via PayPal instead of credit card? Waiting for your reply.,Payment,Medium
Is there a dark mode available for the app? Thanks.,Technical Issue,Low
"Hi support, Do you ship internationally?",Shipping,Low
The device stopped working completely after one day. It's totally defective. Please help.,Product Issue,High
"Hello, Do you offer refunds for digital products? Please help.",Refund,Low
Urgent: Is there a dark mode available for the app? ASAP.,Technical Issue,Low
Help! When can I expect my refund to be processed?,Refund,Medium
"Hello, Just wondering when the next billing cycle starts. ASAP.",Billing,Low
Help! The entire system is down! None of my team can log in. This is critical! ASAP.,Technical Issue,High
"Hi support, How do I become an affiliate partner? ASAP.",General Inquiry,Medium
Help! My credit card was charged but the service is not active. I need a refund right now. Waiting for your reply.,Billing,High
"Hi support, Is there a way to customize the color of the app interface? Please help.",Product Issue,Low
"Hi support, Where can I read your blog? Please help.",General Inquiry,Low
Help! My payment failed but the money was deducted from my bank! Fix this now! Please help.,Payment,High
"Hello, How do I update my profile picture? Waiting for your reply.",Account,Low
"Hi support, I returned the item last week, when will the refund hit my account? Thanks.",Refund,Medium
"Hi support, I want to delete my account. Please guide me through the process. ASAP.",Account,Medium
Do you offer refunds for digital products? Thanks.,Refund,Low
Urgent: Minor UI glitch on the profile page.,Technical Issue,Low
"Hi support, Do you ship internationally? Please help.",Shipping,Low
Urgent: Do you ship internationally? ASAP.,Shipping,Low
Urgent: I need to merge two duplicate accounts. Waiting for your reply.,Account,Medium
Help! When will my order be shipped? Waiting for your reply.,Shipping,Low
Help! How much is the expedited shipping fee? Thanks.,Shipping,Medium
Urgent: Can I pay via PayPal instead of credit card?,Payment,Medium
"Hi support, I need to speak to a manager immediately regarding a legal matter. Waiting for your reply.",General Inquiry,High
Urgent: Do you ship internationally?,Shipping,Low
"Hi support, Do you offer discounts for non-profit organizations? Waiting for your reply.",General Inquiry,Medium
Help! Do you have a mobile app?,General Inquiry,Low
"Hello, When can I expect my refund to be processed? Thanks.",Refund,Medium
"Hi support, The product was completely broken and I need my money back immediately. Thanks.",Refund,High
I can't export my reports to PDF. It just hangs. Waiting for your reply.,Technical Issue,Medium
"Hi support, I returned the item last week, when will the refund hit my account? ASAP.",Refund,Medium
Urgent: My credit card was charged but the service is not active. I need a refund right now. Thanks.,Billing,High
"Hi support, The product was completely broken and I need my money back immediately. Thanks.",Refund,High
Help! The application crashes immediately upon opening. I cannot work at all.,Technical Issue,High
"Hi support, Can I get a demo of the enterprise features? ASAP.",General Inquiry,Medium
Is there a way to get a copy of my old invoices?,Billing,Low
Urgent: Just wondering when the next billing cycle starts.,Billing,Low
I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.,Payment,High
Urgent: My card is being declined even though it has sufficient funds. I need to buy this now. Waiting for your reply.,Payment,High
Help! How do I change my payment method for future bills? Please help.,Billing,Low
"Hello, The product was completely broken and I need my money back immediately.",Refund,High
Help! The application crashes immediately upon opening. I cannot work at all. Waiting for your reply.,Technical Issue,High
"Hello, Is there a dark mode available for the app?",Technical Issue,Low
The color of the product I received doesn't match the website. Waiting for your reply.,Product Issue,Medium
Is there a way to customize the color of the app interface? Please help.,Product Issue,Low
Is there a way to customize the color of the app interface? Please help.,Product Issue,Low
Urgent: The instructions were a bit hard to understand. Waiting for your reply.,Product Issue,Low
"Hi support, Is there a way to customize the color of the app interface? ASAP.",Product Issue,Low
"Hi support, Where can I find my account ID? Please help.",Account,Low
"Hello, The color of the product I received doesn't match the website. Thanks.",Product Issue,Medium
"Hello, Can I pay via PayPal instead of credit card? Thanks.",Payment,Medium
Minor UI glitch on the profile page. ASAP.,Technical Issue,Low
Urgent: I am a press member and need an immediate statement on the recent outage. Please help.,General Inquiry,High
"Hi support, Your system is violating GDPR and I need an urgent explanation. Waiting for your reply.",General Inquiry,High
Help! Can I pay via PayPal instead of credit card? ASAP.,Payment,Medium
I need to speak to a manager immediately regarding a legal matter. ASAP.,General Inquiry,High
"Hi support, I want to delete my account. Please guide me through the process. ASAP.",Account,Medium
Urgent: I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data! Waiting for your reply.,Technical Issue,High
Help! I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Please help.,Refund,High
"Hi support, Do you offer discounts for non-profit organizations? Thanks.",General Inquiry,Medium
"Hello, I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!",Technical Issue,High
"Hi support, Can I change the shipping address for my current order? ASAP.",Shipping,Medium
"Hi support, The instructions were a bit hard to understand. Thanks.",Product Issue,Low
Urgent: When will my order be shipped? Thanks.,Shipping,Low
"Hello, My card is being declined even though it has sufficient funds. I need to buy this now. Please help.",Payment,High
The software is corrupting my files. I need a patch immediately.,Product Issue,High
"Hello, Is there a way to get a copy of my old invoices? Waiting for your reply.",Billing,Low
Urgent: The instructions were a bit hard to understand. Waiting for your reply.,Product Issue,Low
"Hi support, How do I change my payment method for future bills? Please help.",Billing,Low
My payment is pending. How long does it usually take to clear?,Payment,Medium
Urgent: Can I pay via PayPal instead of credit card?,Payment,Medium
Urgent: When can I expect my refund to be processed? Please help.,Refund,Medium
"Hello, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Thanks.",Product Issue,High
"Hi support, Can I pay via PayPal instead of credit card? Please help.",Payment,Medium
"Hello, The font on the settings page looks a bit weird. Please help.",Technical Issue,Low
Help! The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! ASAP.,Product Issue,High
How do I change my payment method for future bills? ASAP.,Billing,Low
"Hi support, I returned the item last week, when will the refund hit my account? ASAP.",Refund,Medium
Urgent: My payment failed but the money was deducted from my bank! Fix this now!,Payment,High
Your system is violating GDPR and I need an urgent explanation. Thanks.,General Inquiry,High
"Hi support, I cannot log in at all. I've tried resetting my password 5 times and it's not working. Please help.",Account,High
"Hi support, Do you accept cryptocurrency? ASAP.",Payment,Low
"Hello, My package was marked as delivered but I never received it! I need this resolved immediately.",Shipping,High
"Hello, Is there a dark mode available for the app? Waiting for your reply.",Technical Issue,Low
Help! Is there a way to get a copy of my old invoices? Please help.,Billing,Low
The color of the product I received doesn't match the website.,Product Issue,Medium
"Hello, My credit card was charged but the service is not active. I need a refund right now.",Billing,High
Help! Do you accept cryptocurrency?,Payment,Low
"Hi support, The search function is not returning any results. Please help.",Technical Issue,Medium
"Hello, What are your office hours? Waiting for your reply.",General Inquiry,Low
Help! How much is the expedited shipping fee? Please help.,Shipping,Medium
Urgent: My tracking number hasn't updated in 3 days.,Shipping,Medium
Is there a way to get a copy of my old invoices? Waiting for your reply.,Billing,Low
"Hi support, The application crashes immediately upon opening. I cannot work at all. Please help.",Technical Issue,High
"Hi support, I didn't receive my invoice for this month. Thanks.",Billing,Medium
Where can I find my account ID?,Account,Low
Urgent: Just wondering when the next billing cycle starts. Waiting for your reply.,Billing,Low
Urgent: When will my order be shipped? Waiting for your reply.,Shipping,Low
"Hi support, There is an unauthorized charge on my bill. I need this resolved ASAP.",Billing,High
"Hi support, The entire system is down! None of my team can log in. This is critical! ASAP.",Technical Issue,High
Urgent: My account has been hacked! Someone changed my password and email. Lock it immediately! Please help.,Account,High
Help! The battery life on this device is much shorter than advertised. Thanks.,Product Issue,Medium
Help! I can't export my reports to PDF. It just hangs. ASAP.,Technical Issue,Medium
Help! Your system is violating GDPR and I need an urgent explanation.,General Inquiry,High
Urgent: I didn't receive my invoice for this month. Thanks.,Billing,Medium
Help! I cancelled my subscription within the 30-day window but was still charged. Refund now!,Refund,High
"Hi support, I need to speak to a manager immediately regarding a legal matter. ASAP.",General Inquiry,High
"Hello, The search function is not returning any results. Please help.",Technical Issue,Medium
Help! Can I pay via PayPal instead of credit card? Please help.,Payment,Medium
Urgent: The battery life on this device is much shorter than advertised. ASAP.,Product Issue,Medium
Help! Do you offer discounts for non-profit organizations? Waiting for your reply.,General Inquiry,Medium
Urgent: Do you offer refunds for digital products?,Refund,Low
"Hello, I am a press member and need an immediate statement on the recent outage. Waiting for your reply.",General Inquiry,High
"Hi support, The color of the product I received doesn't match the website. Waiting for your reply.",Product Issue,Medium
Urgent: When will my order be shipped? ASAP.,Shipping,Low
Help! I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Please help.,Billing,High
"Hi support, The color of the product I received doesn't match the website. Please help.",Product Issue,Medium
"Hi support, Do you offer discounts for non-profit organizations? Please help.",General Inquiry,Medium
"Hi support, Do you offer refunds for digital products? Waiting for your reply.",Refund,Low
Urgent: Can I get a demo of the enterprise features? Please help.,General Inquiry,Medium
Urgent: When can I expect my refund to be processed? Thanks.,Refund,Medium
"Hi support, How do I become an affiliate partner? Please help.",General Inquiry,Medium
The shipping address was wrong and it's going to the wrong state. Stop the shipment! ASAP.,Shipping,High
"Hello, The dashboard is loading very slowly today. Please help.",Technical Issue,Medium
Urgent: Minor UI glitch on the profile page. Waiting for your reply.,Technical Issue,Low
"Hello, The packaging was a bit dented, but the product is fine. Waiting for your reply.",Product Issue,Low
Urgent: I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!,Technical Issue,High
"Hello, The product was completely broken and I need my money back immediately. Please help.",Refund,High
What courier do you use for standard shipping? Waiting for your reply.,Shipping,Low
The battery life on this device is much shorter than advertised. Please help.,Product Issue,Medium
Urgent: I am a press member and need an immediate statement on the recent outage.,General Inquiry,High
My order is 2 weeks late and I need the items for an event tomorrow. Please help.,Shipping,High
I have a question about my latest invoice. Can someone explain the charges? Please help.,Billing,Medium
Urgent: The entire system is down! None of my team can log in. This is critical! Please help.,Technical Issue,High
How do I add a new credit card to my account? Please help.,Payment,Medium
Urgent: When will my order be shipped? ASAP.,Shipping,Low
Help! I cannot complete the checkout process. The payment gateway is timing out. Please help.,Payment,High
Help! My tracking number hasn't updated in 3 days. Waiting for your reply.,Shipping,Medium
"Hello, My credit card was charged but the service is not active. I need a refund right now. ASAP.",Billing,High
Urgent: I need to merge two duplicate accounts. ASAP.,Account,Medium
"Hello, Is there a fee for using a specific payment method?",Payment,Low
"Hello, Can I get a demo of the enterprise features? ASAP.",General Inquiry,Medium
"Hi support, My package was marked as delivered but I never received it! I need this resolved immediately.",Shipping,High
"Hi support, I need to merge two duplicate accounts. ASAP.",Account,Medium
"Hello, The shipping address was wrong and it's going to the wrong state. Stop the shipment! Please help.",Shipping,High
Just checking the status of my refund request.,Refund,Low
"Hello, I cancelled my subscription within the 30-day window but was still charged. Refund now! ASAP.",Refund,High
Urgent: Minor UI glitch on the profile page. Waiting for your reply.,Technical Issue,Low
"I returned the item last week, when will the refund hit my account? Thanks.",Refund,Medium
What is your refund policy?,Refund,Low
Urgent: Just checking the status of my refund request. ASAP.,Refund,Low
"Hello, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Waiting for your reply.",Product Issue,High
Can I get a demo of the enterprise features? Please help.,General Inquiry,Medium
Urgent: My account was suspended without any notice. I need access restored now. ASAP.,Account,High
I can't export my reports to PDF. It just hangs.,Technical Issue,Medium
"Hello, My card is being declined even though it has sufficient funds. I need to buy this now. Thanks.",Payment,High
Urgent: My tracking number hasn't updated in 3 days. Please help.,Shipping,Medium
Urgent: Where can I find my account ID? ASAP.,Account,Low
"Hello, I need to speak to a manager immediately regarding a legal matter.",General Inquiry,High
"Hello, The entire system is down! None of my team can log in. This is critical! Please help.",Technical Issue,High
Urgent: My payment failed but the money was deducted from my bank! Fix this now!,Payment,High
Urgent: Is there a way to customize the color of the app interface? Please help.,Product Issue,Low
Is there a dark mode available for the app? ASAP.,Technical Issue,Low
"Hi support, I need to speak to a manager immediately regarding a legal matter. Please help.",General Inquiry,High
"Hello, The product was completely broken and I need my money back immediately. ASAP.",Refund,High
Urgent: How do I become an affiliate partner?,General Inquiry,Medium
"Hello, Is there a dark mode available for the app? Waiting for your reply.",Technical Issue,Low
Urgent: Do you offer discounts for non-profit organizations? ASAP.,General Inquiry,Medium
Urgent: My account has been hacked! Someone changed my password and email. Lock it immediately! Waiting for your reply.,Account,High
"Hi support, The instructions were a bit hard to understand.",Product Issue,Low
Urgent: My card is being declined even though it has sufficient funds. I need to buy this now. Please help.,Payment,High
Help! What is your refund policy? ASAP.,Refund,Low
"Hello, The dashboard is loading very slowly today. Waiting for your reply.",Technical Issue,Medium
Help! My package was marked as delivered but I never received it! I need this resolved immediately. Thanks.,Shipping,High
"Hi support, My account was suspended without any notice. I need access restored now. Waiting for your reply.",Account,High
Urgent: The font on the settings page looks a bit weird. Thanks.,Technical Issue,Low
"Hello, Just wondering when the next billing cycle starts. Waiting for your reply.",Billing,Low
Just wondering when the next billing cycle starts. Waiting for your reply.,Billing,Low
Help! What currencies do you support for payments?,Payment,Low
Urgent: Do you have a mobile app? Thanks.,General Inquiry,Low
I cannot complete the checkout process. The payment gateway is timing out. Thanks.,Payment,High
Can I pay via PayPal instead of credit card?,Payment,Medium
"Hello, I would like to request a partial refund for the damaged item. Thanks.",Refund,Medium
"Hi support, My tracking number hasn't updated in 3 days.",Shipping,Medium
"Hi support, Can I change my username? Thanks.",Account,Low
Urgent: My tracking number hasn't updated in 3 days.,Shipping,Medium
Help! Can I change my username? Thanks.,Account,Low
Help! One of the features is not working as described in the manual. Thanks.,Product Issue,Medium
"Hello, Just checking the status of my refund request. Waiting for your reply.",Refund,Low
I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Waiting for your reply.,Refund,High
My tracking number hasn't updated in 3 days. Waiting for your reply.,Shipping,Medium
"Hi support, Can I get a demo of the enterprise features? Thanks.",General Inquiry,Medium
"Hi support, Is there a way to get a copy of my old invoices? Thanks.",Billing,Low
"Hi support, I need to merge two duplicate accounts. Please help.",Account,Medium
"Hi support, The entire system is down! None of my team can log in. This is critical! ASAP.",Technical Issue,High
Help! How do I become an affiliate partner? ASAP.,General Inquiry,Medium
The entire system is down! None of my team can log in. This is critical! ASAP.,Technical Issue,High
